state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
IN,Clark,18019,"68,056","70,743",87%,100%,100%,100%,11%,100%,87%,2%,14%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
IN,Clay,18021,"15,291","15,941",82%,100%,100%,100%,79%,100%,45%,30%,6%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Clinton,18023,"17,763","18,059",81%,100%,100%,100%,63%,100%,60%,18%,7%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Crawford,18025,"8,152","8,423",73%,100%,100%,100%,72%,100%,64%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Daviess,18027,"16,268","17,784",88%,100%,100%,100%,70%,100%,49%,35%,7%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Dearborn,18029,"25,838","26,846",88%,100%,100%,100%,7%,100%,85%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Decatur,18031,"14,593","15,318",87%,100%,100%,100%,86%,100%,56%,29%,11%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,DeKalb,18033,"24,287","25,297",85%,100%,100%,100%,30%,100%,60%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Delaware,18035,"77,762","79,284",75%,100%,100%,100%,91%,100%,84%,8%,13%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IN,Dubois,18037,"22,976","24,421",87%,100%,100%,100%,62%,100%,66%,7%,8%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Elkhart,18039,"96,816","98,463",88%,100%,100%,100%,17%,100%,73%,1%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
IN,Fayette,18041,"13,432","14,068",90%,100%,100%,100%,63%,100%,70%,17%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Floyd,18043,"39,934","44,384",87%,100%,100%,100%,10%,100%,92%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Fountain,18045,"10,703","10,936",82%,100%,100%,100%,62%,100%,70%,10%,4%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Franklin,18047,"12,053","12,908",85%,100%,100%,100%,6%,100%,77%,1%,6%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Fulton,18049,"12,962","13,184",80%,100%,100%,100%,50%,100%,52%,23%,6%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Gibson,18051,"19,662","19,911",81%,100%,100%,100%,76%,100%,56%,23%,7%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Grant,18053,"41,199","43,596",73%,100%,100%,100%,76%,100%,68%,14%,10%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Greene,18055,"20,062","21,950",80%,100%,100%,100%,69%,100%,65%,26%,4%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
IN,Hamilton,18057,"180,028","181,496",91%,100%,100%,100%,11%,100%,95%,3%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IN,Hancock,18059,"41,900","47,100",92%,100%,100%,100%,61%,100%,74%,17%,7%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Harrison,18061,"22,442","23,801",84%,100%,100%,100%,8%,100%,75%,78%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Hendricks,18063,"83,197","87,246",91%,100%,100%,100%,23%,100%,80%,13%,12%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Henry,18065,"27,225","27,314",78%,100%,100%,100%,57%,100%,63%,18%,6%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Howard,18067,"48,741","49,627",90%,100%,100%,100%,58%,100%,75%,16%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
IN,Huntington,18069,"21,686","21,902",84%,100%,100%,100%,47%,100%,62%,22%,7%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Jackson,18071,"24,181","24,454",88%,100%,100%,100%,58%,100%,62%,23%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Jasper,18073,"17,990","18,817",85%,100%,100%,100%,61%,100%,55%,39%,4%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Jay,18075,"11,333","12,030",81%,100%,100%,100%,79%,100%,50%,29%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Jefferson,18077,"20,457","22,076",88%,100%,100%,100%,49%,100%,77%,7%,16%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Jennings,18079,"15,524","15,793",83%,100%,100%,100%,61%,100%,40%,42%,2%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Johnson,18081,"78,693","80,336",91%,100%,100%,100%,23%,100%,86%,7%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Knox,18083,"22,350","22,943",81%,100%,100%,100%,53%,100%,81%,0%,8%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Kosciusko,18085,"47,425","47,667",83%,100%,100%,100%,61%,100%,64%,19%,10%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IN,LaGrange,18087,"19,108","19,408",82%,100%,100%,100%,80%,100%,14%,66%,4%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Lake,18089,"263,644","268,414",86%,100%,100%,100%,24%,100%,92%,0%,17%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
IN,LaPorte,18091,"62,510","63,294",83%,100%,100%,100%,39%,100%,68%,15%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
IN,Lawrence,18093,"27,631","28,858",84%,100%,100%,100%,8%,100%,81%,5%,6%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Madison,18095,"74,105","76,036",87%,100%,100%,100%,49%,100%,76%,12%,10%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
IN,Marion,18097,"524,813","538,656",92%,100%,100%,100%,30%,100%,95%,2%,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
IN,Marshall,18099,"24,752","29,375",88%,100%,100%,100%,29%,100%,87%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Martin,18101,"7,276","7,776",72%,100%,100%,100%,13%,100%,63%,2%,3%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,100%,98%,100%,100%,100%
IN,Miami,18103,"20,392","21,819",79%,100%,100%,100%,69%,100%,56%,20%,7%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Monroe,18105,"87,616","91,991",80%,100%,100%,100%,92%,100%,91%,0%,21%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
IN,Montgomery,18107,"22,125","22,660",82%,100%,100%,100%,60%,100%,61%,18%,10%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Morgan,18109,"38,339","38,453",86%,100%,100%,100%,51%,100%,87%,3%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Newton,18111,"9,320","9,691",71%,100%,100%,100%,72%,100%,31%,36%,4%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Noble,18113,"26,279","26,537",82%,100%,100%,100%,58%,100%,56%,20%,9%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Ohio,18115,"3,371","3,524",89%,100%,100%,100%,17%,100%,80%,6%,14%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Orange,18117,"12,792","16,039",87%,100%,100%,100%,86%,100%,50%,33%,6%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Owen,18119,"13,140","13,597",85%,100%,100%,100%,19%,100%,78%,2%,2%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Parke,18121,"9,753","10,529",81%,100%,100%,100%,75%,100%,60%,17%,4%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Perry,18123,"11,059","11,806",77%,100%,100%,100%,8%,100%,78%,1%,6%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
IN,Pike,18125,"8,207","9,293",80%,100%,100%,100%,86%,100%,41%,29%,4%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Porter,18127,"90,583","93,344",85%,100%,100%,100%,19%,100%,80%,10%,17%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Posey,18129,"15,287","15,701",77%,100%,100%,100%,13%,100%,76%,9%,4%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Pulaski,18131,"8,086","11,342",84%,100%,100%,100%,84%,100%,34%,43%,3%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Putnam,18133,"20,597","21,812",80%,100%,100%,100%,58%,100%,49%,31%,7%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Randolph,18135,"15,182","16,058",78%,100%,100%,100%,73%,100%,51%,24%,5%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Ripley,18137,"16,525","17,940",80%,100%,100%,100%,64%,100%,48%,26%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Rush,18139,"10,207","11,073",79%,100%,100%,100%,81%,100%,49%,28%,7%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,St. Joseph,18141,"142,953","143,950",88%,100%,100%,100%,25%,100%,90%,3%,16%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IN,Scott,18143,"13,877","14,089",85%,100%,100%,100%,72%,100%,83%,2%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Shelby,18145,"25,131","26,733",87%,100%,100%,100%,60%,100%,64%,23%,11%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Spencer,18147,"13,253","13,558",71%,100%,100%,100%,65%,100%,39%,28%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Starke,18149,"14,139","14,373",85%,100%,100%,100%,79%,100%,41%,36%,4%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Steuben,18151,"24,011","25,224",84%,100%,100%,100%,53%,100%,55%,21%,9%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Sullivan,18153,"13,151","14,289",75%,100%,100%,100%,77%,100%,47%,26%,5%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Switzerland,18155,"6,156","7,046",84%,100%,100%,100%,14%,100%,71%,1%,5%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Tippecanoe,18157,"103,218","112,141",82%,100%,100%,100%,22%,100%,83%,12%,22%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IN,Tipton,18159,"9,323","9,863",83%,100%,100%,100%,64%,100%,50%,30%,6%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Union,18161,"4,578","4,675",80%,100%,100%,100%,69%,100%,70%,5%,10%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Vanderburgh,18163,"104,191","104,914",87%,100%,100%,100%,28%,100%,91%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
IN,Vermillion,18165,"10,343","11,350",72%,100%,100%,100%,66%,100%,54%,16%,5%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Vigo,18167,"60,426","63,295",89%,100%,100%,100%,55%,100%,88%,1%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
IN,Wabash,18169,"18,230","18,397",82%,100%,100%,100%,56%,100%,58%,23%,10%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Warren,18171,"4,889","6,698",85%,100%,100%,100%,74%,100%,43%,32%,2%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Warrick,18173,"33,603","34,984",83%,100%,100%,100%,21%,100%,85%,1%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
IN,Washington,18175,"15,448","15,695",88%,100%,100%,100%,77%,100%,80%,1%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Wayne,18177,"39,925","40,347",85%,100%,100%,100%,49%,100%,83%,3%,12%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
IN,Wells,18179,"15,117","16,345",88%,100%,100%,100%,64%,100%,58%,19%,7%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,White,18181,"17,880","19,200",74%,100%,100%,100%,69%,100%,58%,19%,6%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IN,Whitley,18183,"18,175","18,425",90%,100%,100%,100%,79%,100%,59%,21%,8%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Adair,19001,"5,249","5,572",78%,100%,100%,100%,33%,100%,81%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Adams,19003,"2,698","2,814",81%,100%,100%,100%,0%,100%,84%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,100%,100%,100%,100%
IA,Allamakee,19005,"10,520","10,626",71%,100%,100%,100%,14%,100%,73%,20%,8%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Appanoose,19007,"9,241","9,493",76%,100%,100%,100%,44%,100%,75%,1%,8%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Audubon,19009,"4,298","4,637",77%,100%,100%,100%,20%,100%,78%,1%,3%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Benton,19011,"16,859","17,643",70%,100%,100%,100%,11%,100%,75%,8%,7%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Black Hawk,19013,"69,145","69,612",88%,100%,100%,100%,15%,100%,93%,0%,19%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
IA,Boone,19015,"16,438","16,862",81%,100%,100%,100%,22%,100%,84%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
IA,Bremer,19017,"14,704","14,939",73%,100%,100%,100%,13%,100%,79%,22%,8%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Buchanan,19019,"13,490","13,868",72%,100%,100%,100%,6%,100%,77%,26%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Buena Vista,19021,"11,809","11,986",72%,100%,100%,100%,22%,100%,77%,2%,13%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Butler,19023,"11,528","12,207",65%,100%,100%,100%,18%,100%,65%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Calhoun,19025,"7,520","7,765",69%,100%,100%,100%,21%,100%,74%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Carroll,19027,"13,854","14,251",76%,100%,100%,100%,32%,100%,78%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
IA,Cass,19029,"9,632","9,824",74%,100%,100%,100%,19%,100%,79%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Cedar,19031,"12,471","12,751",68%,100%,100%,100%,17%,100%,73%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Cerro Gordo,19033,"28,269","28,753",85%,100%,100%,100%,35%,100%,89%,30%,17%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
IA,Cherokee,19035,"8,976","9,331",68%,100%,100%,100%,31%,100%,71%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Chickasaw,19037,"8,230","8,330",73%,100%,100%,100%,33%,100%,77%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Clarke,19039,"5,931","6,085",82%,100%,100%,100%,36%,100%,83%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
IA,Clay,19041,"11,920","12,099",69%,100%,100%,100%,29%,100%,77%,21%,15%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
