geoid,state,county,city,path,last_refresh,parcels_total,parcels_in_zone,zones_total,distinct_municipalities,last_date_modified,ogc_fid_pct,zoning_id_pct,municipality_id_pct,municipality_name_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_guide_pct,zoning_code_link_pct,permitted_land_uses_pct,land_use_flags_permitted_pct,land_use_flags_conditional_pct,min_lot_area_sq_ft_pct,min_lot_width_ft_pct,max_building_height_ft_pct,max_far_pct,max_coverage_pct_pct,min_front_setback_ft_pct,min_rear_setback_ft_pct,max_impervious_coverage_pct_pct,min_side_setback_ft_pct,min_landscaped_space_pct_pct,min_open_space_pct_pct,max_density_du_per_acre_pct,zoning_data_date_pct,path_pct,centroid_pct
12115,FL,Sarasota,,/us/fl/sarasota,2025-10-28,"307,336","307,270","3,990",5,2025-01-29,100%,100%,100%,100%,100%,100%,100%,100%,2%,100%,98%,82%,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12117,FL,Seminole,,/us/fl/seminole,2025-08-19,"180,903","180,644","9,731",9,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,48%,100%,91%,85%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12119,FL,Sumter,,/us/fl/sumter,2025-09-03,"100,926","100,477","9,896",8,2025-04-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,73%,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12121,FL,Suwannee,,/us/fl/suwannee,2025-09-03,"32,077","32,072",295,3,2024-05-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,86%,72%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12123,FL,Taylor,,/us/fl/taylor,2025-09-03,"18,835","18,715",250,2,2024-05-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,88%,56%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12125,FL,Union,,/us/fl/union,2025-09-03,"7,329","6,993",114,2,2024-05-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12127,FL,Volusia,,/us/fl/volusia,2025-10-28,"310,698","310,106","17,054",18,2025-09-12,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,90%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12129,FL,Wakulla,,/us/fl/wakulla,2025-08-19,"26,781","26,075","2,902",2,2025-04-18,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,98%,97%,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12131,FL,Walton,,/us/fl/walton,2025-10-28,"94,811","94,167","2,561",5,2025-04-23,100%,100%,100%,100%,100%,100%,100%,100%,5%,100%,100%,47%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
12133,FL,Washington,,/us/fl/washington,2025-09-03,"43,769","43,018","3,122",5,2025-04-15,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,87%,72%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13001,GA,Appling,,/us/ga/appling,2024-10-10,"12,812","12,318",600,2,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,78%,78%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13003,GA,Atkinson,,/us/ga/atkinson,2024-03-26,"5,415","4,531",15,4,2025-05-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,7%,7%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13005,GA,Bacon,,/us/ga/bacon,2025-07-08,"6,579","4,872",1,1,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13007,GA,Baker,,/us/ga/baker,2024-10-10,"2,609","2,609",2,2,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13009,GA,Baldwin,,/us/ga/baldwin,2024-09-24,"21,755","5,422",121,1,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13011,GA,Banks,,/us/ga/banks,2024-10-10,"10,704","9,676",692,10,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13013,GA,Barrow,,/us/ga/barrow,2024-10-10,"36,724","35,975","3,557",9,2025-05-20,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,34%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13015,GA,Bartow,,/us/ga/bartow,2024-09-24,"49,384","49,307","1,891",8,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,96%,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13017,GA,Ben Hill,,/us/ga/ben-hill,2025-08-05,"11,625","11,621","2,034",2,2025-04-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13019,GA,Berrien,,/us/ga/berrien,2025-02-19,"10,709",403,1,1,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13021,GA,Bibb,,/us/ga/bibb,2024-10-10,"69,483","69,468","1,573",5,2025-05-08,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13023,GA,Bleckley,,/us/ga/bleckley,2024-10-10,"7,253","7,222",440,3,2025-05-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,95%,74%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13025,GA,Brantley,,/us/ga/brantley,2025-07-08,"13,277",695,10,2,2025-04-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13027,GA,Brooks,,/us/ga/brooks,2024-08-26,"10,621",0,3,1,2025-04-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13029,GA,Bryan,,/us/ga/bryan,2025-08-05,"22,172","22,151","1,181",4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,88%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13031,GA,Bulloch,,/us/ga/bulloch,2025-03-04,"33,923","33,921",856,6,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,95%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13033,GA,Burke,,/us/ga/burke,2025-02-19,"17,238","16,997","2,763",7,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,96%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13035,GA,Butts,,/us/ga/butts,2024-09-24,"13,379","13,371",405,6,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,87%,81%,40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13037,GA,Calhoun,,/us/ga/calhoun,2024-09-24,"3,459","1,167",34,2,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,44%,44%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13039,GA,Camden,,/us/ga/camden,2024-09-10,"33,226","33,175","2,873",4,2025-04-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13043,GA,Candler,,/us/ga/candler,2023-12-15,"7,053","6,905",130,2,2025-04-18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13045,GA,Carroll,,/us/ga/carroll,2024-10-10,"54,937","53,838","1,771",8,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,97%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13047,GA,Catoosa,,/us/ga/catoosa,2025-08-19,"29,504","29,486",760,4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,49%,43%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13049,GA,Charlton,,/us/ga/charlton,2024-11-05,"7,445","1,148",45,3,2025-05-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13051,GA,Chatham,,/us/ga/chatham,2024-12-17,"122,833","122,738","1,741",9,2025-05-23,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,90%,58%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13053,GA,Chattahoochee,,/us/ga/chattahoochee,2025-07-08,"1,778","1,776",205,2,2025-05-14,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,23%,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13055,GA,Chattooga,,/us/ga/chattooga,2024-10-10,"14,443","13,252",24,3,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13057,GA,Cherokee,,/us/ga/cherokee,2025-10-28,"115,258","114,942","4,747",9,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,93%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13059,GA,Clarke,,/us/ga/clarke,2025-08-05,"42,829","42,719","2,697",4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,90%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13061,GA,Clay,,/us/ga/clay,2025-04-15,"3,062",0,1,1,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13063,GA,Clayton,,/us/ga/clayton,2025-09-30,"91,884","91,850","3,604",11,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,93%,79%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13065,GA,Clinch,,/us/ga/clinch,2025-02-19,"4,404","2,684",16,2,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13067,GA,Cobb,,/us/ga/cobb,2025-11-11,"278,205","277,996","12,030",12,2025-09-02,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,94%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13069,GA,Coffee,,/us/ga/coffee,2024-07-30,"21,242","20,408","1,463",3,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13071,GA,Colquitt,,/us/ga/colquitt,2025-04-15,"23,702","22,502",425,5,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13073,GA,Columbia,,/us/ga/columbia,2025-08-05,"68,406","68,272","2,609",4,2025-09-01,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,77%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13075,GA,Cook,,/us/ga/cook,2025-07-08,"10,485","5,531",109,1,2025-04-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,93%,52%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13077,GA,Coweta,,/us/ga/coweta,2025-10-28,"63,405","63,045","2,037",9,2025-09-02,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,85%,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13079,GA,Crawford,,/us/ga/crawford,2024-12-03,"8,119","8,108",707,3,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13081,GA,Crisp,,/us/ga/crisp,2025-07-08,"12,424","12,417",193,2,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,73%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13083,GA,Dade,,/us/ga/dade,2025-02-19,"10,396","10,339",18,2,2025-04-23,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,78%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13085,GA,Dawson,,/us/ga/dawson,2025-07-08,"17,619","17,592","1,454",3,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,95%,40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13087,GA,Decatur,,/us/ga/decatur,2024-09-24,"18,989","18,294","1,013",2,2025-04-23,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13089,GA,DeKalb,,/us/ga/dekalb,2025-11-11,"245,302","241,617","8,571",19,2025-09-02,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,98%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13091,GA,Dodge,,/us/ga/dodge,2024-10-10,"12,449","11,432",87,3,2025-04-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13093,GA,Dooly,,/us/ga/dooly,2025-04-29,"7,319","6,652",103,4,2025-04-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,78%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13095,GA,Dougherty,,/us/ga/dougherty,2024-08-26,"38,030","38,025","1,465",3,2025-04-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13097,GA,Douglas,,/us/ga/douglas,2024-08-26,"54,658","54,584","2,807",6,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13099,GA,Early,,/us/ga/early,2024-10-10,"8,727","5,622",22,2,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,41%,41%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13101,GA,Echols,,/us/ga/echols,2025-02-19,"2,207","2,206",6,2,2025-04-25,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,83%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13103,GA,Effingham,,/us/ga/effingham,2025-08-05,"33,142","33,122","2,530",4,2025-05-01,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,97%,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13105,GA,Elbert,,/us/ga/elbert,2025-10-15,"14,356","2,677",50,1,2025-04-30,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13107,GA,Emanuel,,/us/ga/emanuel,2025-07-08,"14,918","9,738",180,2,2025-04-30,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13109,GA,Evans,,/us/ga/evans,2024-10-10,"6,662","6,015",43,3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13111,GA,Fannin,,/us/ga/fannin,2024-09-24,"29,011","28,962",159,5,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,40%,40%,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13113,GA,Fayette,,/us/ga/fayette,2024-12-03,"48,466","48,387","2,424",7,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,82%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13115,GA,Floyd,,/us/ga/floyd,2024-06-04,"49,440","48,792","4,458",3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13117,GA,Forsyth,,/us/ga/forsyth,2025-11-11,"103,288","102,856","4,571",2,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,96%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13119,GA,Franklin,,/us/ga/franklin,2024-09-24,"16,671","16,128","1,913",6,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13121,GA,Fulton,,/us/ga/fulton,2025-09-03,"369,817","369,454","10,212",21,2025-09-02,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,95%,87%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13123,GA,Gilmer,,/us/ga/gilmer,2024-09-24,"35,367","34,561","3,919",4,2025-10-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13125,GA,Glascock,,/us/ga/glascock,2024-10-10,"2,398","2,388",4,4,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13127,GA,Glynn,,/us/ga/glynn,2025-02-19,"45,323","44,695","3,617",2,2025-05-08,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,90%,69%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13129,GA,Gordon,,/us/ga/gordon,2024-09-10,"28,329","28,317","4,261",5,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,68%,65%,49%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13131,GA,Grady,,/us/ga/grady,2025-02-19,"14,439","14,109",679,3,2025-05-16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,42%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13133,GA,Greene,,/us/ga/greene,2025-07-08,"17,736","17,041",285,4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,89%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13135,GA,Gwinnett,,/us/ga/gwinnett,2025-03-18,"303,397","300,432","10,020",22,2025-05-20,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,92%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13137,GA,Habersham,,/us/ga/habersham,2024-12-03,"23,866","23,811","2,138",10,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13139,GA,Hall,,/us/ga/hall,2025-08-05,"86,287","84,950","2,834",14,2025-05-13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,93%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13141,GA,Hancock,,/us/ga/hancock,2024-10-10,"11,004",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
13143,GA,Haralson,,/us/ga/haralson,2024-09-10,"17,054","5,740",843,5,2025-05-06,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,38%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13145,GA,Harris,,/us/ga/harris,2024-10-10,"20,632","20,253","1,152",7,2025-05-08,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,90%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13147,GA,Hart,,/us/ga/hart,2024-10-10,"18,365","2,836",166,3,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13149,GA,Heard,,/us/ga/heard,2025-02-19,"6,961","6,086",900,1,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13151,GA,Henry,,/us/ga/henry,2024-10-10,"94,981","94,947","3,590",6,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,92%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13153,GA,Houston,,/us/ga/houston,2024-08-26,"68,973","68,894","1,359",6,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,89%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13155,GA,Irwin,,/us/ga/irwin,2025-08-05,"7,065",0,1,1,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13157,GA,Jackson,,/us/ga/jackson,2025-04-15,"42,470","41,452","2,724",10,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13159,GA,Jasper,,/us/ga/jasper,2025-07-08,"10,403","10,233",492,3,2025-05-15,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,97%,65%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13161,GA,Jeff Davis,,/us/ga/jeff-davis,2025-02-19,"8,301","6,071",1,1,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13163,GA,Jefferson,,/us/ga/jefferson,2024-12-03,"11,957",187,3,3,2025-04-04,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,33%,33%,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13165,GA,Jenkins,,/us/ga/jenkins,2025-07-08,"6,629","6,615",38,2,2025-05-13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,61%,61%,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13167,GA,Johnson,,/us/ga/johnson,2024-09-10,"5,804","4,383",1,1,2025-03-27,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13169,GA,Jones,,/us/ga/jones,2025-02-19,"15,637",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
13171,GA,Lamar,,/us/ga/lamar,2024-10-10,"9,902","9,408",941,2,2025-04-22,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13173,GA,Lanier,,/us/ga/lanier,2024-06-18,"5,943","5,917",310,2,2025-05-08,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,97%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13175,GA,Laurens,,/us/ga/laurens,2024-09-24,"29,789","28,319","1,022",3,2025-04-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13177,GA,Lee,,/us/ga/lee,2024-10-10,"14,980","14,955",824,4,2025-05-09,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13179,GA,Liberty,,/us/ga/liberty,2025-05-28,"28,541","28,084","2,635",9,2025-04-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,42%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13181,GA,Lincoln,,/us/ga/lincoln,2024-11-05,"8,911",873,60,1,2025-04-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,47%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
13183,GA,Long,,/us/ga/long,2024-10-10,"8,760","7,856","1,725",2,2025-04-24,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,69%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
